context_type,context_type_encoded,role,cohort,standardized_dimension,standardized_label,count,bins,filename
Context-Aware Related,2,dancer,camera,focal_length,normal,5,2,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,camera,focal_length,telephoto,3,2,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,camera,framing,establishing shot,1,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,camera,framing,full body,14,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,camera,framing,medium,2,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,camera,framing,wide,5,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,camera,perspective,eye level,6,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,camera,perspective,low angle,4,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,camera,perspective,third person,1,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,ceiling_color,black,3,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,ceiling_color,darkblue,6,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,ceiling_color,snow,1,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,ceiling_condition,slight dust,1,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,ceiling_condition,weathered,1,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,ceiling_condition,well maintained,1,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,ceiling_finish,glossy,1,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,ceiling_finish,matte,4,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,ceiling_finish,polished,1,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,ceiling_material,metal,4,1,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,ceiling_texture,detailed,1,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,ceiling_texture,glossy metal,1,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,ceiling_texture,matte,4,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,ceiling_texture,truss,1,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_color,black,2,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_color,brown,5,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_color,darkblue,1,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_color,honeydew,1,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_color,pink,1,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_color,white,1,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_condition,minimal scuffing,6,2,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_condition,polished,8,2,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_finish,glossy,6,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_finish,low reflectance,1,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_finish,polished,4,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_finish,reflective,3,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_finish,satin sheen,1,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_finish,soft sheen,1,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_material,hardwood,1,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_material,varnished wood,1,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_material,wood,7,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_texture,glossy,1,8,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_texture,glossy reflection,1,8,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_texture,grain,1,8,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_texture,plank,1,8,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_texture,polished,1,8,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_texture,reflective,2,8,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_texture,smooth,9,8,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,floor_texture,woodgrain,1,8,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,location_type,dance studio,2,9,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,location_type,performance hall,2,9,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,location_type,performance space,2,9,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,location_type,practice room,1,9,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,location_type,rehearsal studio,1,9,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,location_type,stage,3,9,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,location_type,theater,1,9,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,location_type,theatrical performance space,2,9,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,location_type,theatrical stage,6,9,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,spatial_layout_depth,deep,4,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,spatial_layout_depth,moderate,7,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,spatial_layout_depth,open,5,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,spatial_layout_depth,shallow,1,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,spatial_layout_openness,open,17,1,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,time_of_day_hint,afternoon,1,1,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_color,black,4,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_color,brown,1,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_color,cyan,1,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_color,darkblue,4,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_color,gray,4,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_color,mediumpurple,1,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_condition,aged,2,7,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_condition,aged but maintained,1,7,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_condition,clean,1,7,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_condition,dust holding shadowed crevices,1,7,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_condition,good,1,7,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_condition,intact,1,7,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_condition,slightly worn,1,7,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_finish,matte,8,2,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_finish,smooth,1,2,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_material,fabric,3,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_material,metal,1,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_material,paint,1,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_material,painted surface,2,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_material,plaster,1,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_material,wood,2,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_texture,aged,1,8,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_texture,hazy,1,8,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_texture,matte,2,8,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_texture,mottled,1,8,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_texture,smooth,4,8,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_texture,textured,2,8,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_texture,vertical folds,1,8,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,environment,walls_texture,weathered,1,8,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,bloom,3,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,bulb halos,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,gentle bloom,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,halo,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,haze,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,lens flare,2,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,light bloom,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,light rays,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,low gloss reflections floor,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,mild bloom,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,mild glow around fixtures,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,minor glare,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,motion blur,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,motion blur right pointe shoe,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,no lens flare visible,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,soft circular flares,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,soft grid shadows window,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,soft veiling,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,specular highlights satin beading,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,specular reflection floor,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,artifacts,visible dust haze beams,1,21,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,color_temperature,warm,24,1,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,contrast_level,high,21,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,contrast_level,low,2,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,contrast_level,medium,1,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,saturation_level,neutral,20,2,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,saturation_level,vivid,4,2,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,shadows,casting,5,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,shadows,hard,2,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,shadows,medium,1,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,shadows,soft,13,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,sources_count,four or more,7,5,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,sources_count,one,4,5,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,sources_count,one source,6,5,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,sources_count,three,1,5,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,sources_count,two,1,5,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,sources_directionality,backlight,14,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,sources_directionality,sidelight,5,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,sources_directionality,toplight,13,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,sources_hardness,hard,7,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,sources_hardness,medium,3,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,sources_hardness,soft,12,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,lighting,sources_type,artificial,17,1,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,plane,background,44,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,plane,foreground left,23,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,plane,midground,17,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,side,center,43,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,side,left,18,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,side,right,23,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,architectural element,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,architecture,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,atmosphere object level,3,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,atmospheric element,3,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,audience,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,audience silhouettes,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,barrier,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,bright rectangular highlight,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,clothing,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,curtain,11,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,dance floor,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,decorative lights,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,effect,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,equipment,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,equipment cases,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,fixture,3,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,floor,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,furniture,3,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,furniture candidate,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,garment,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,ledge,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,light beams,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,light shafts dust,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,mark,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,people,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,person figure,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,rig,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,rigging,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,rigging or speaker,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,seating or ledge,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,shadow,2,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,skirt,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,spotlight,2,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,spotlight beam,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,spotlight patch,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,stage edge strip,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,stage fixture,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,stage floor,4,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,stage truss,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,structural element,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,structure,3,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,surface,6,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,theater structure,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,unit,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,wall painting fragment,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,objects,type,window assembly,1,46,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,balancing,2,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,balancing en pointe,1,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,balancing on single pointe shoe,1,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,balancing one pointed shoe,1,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,ballet pose,19,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,en pointe extension,1,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,interacting airflow,1,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,leaping,1,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,lifting skirt,1,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,mid turn,1,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,performing deep backbend,1,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,performing under stage lights,1,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,reaching extended foot,1,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,rehearsal,1,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,rehearsal action,1,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,rotation turn inferred,1,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,skirt mid motion,1,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,solo balance,1,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,activities,solo performance,1,19,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,age_range,young adult,11,1,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,clothing_color,black,13,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,clothing_color,pink,4,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,clothing_color,red,2,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,clothing_color,tan,1,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,clothing_color,white,3,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,clothing_color,yellow,1,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,clothing_material,chiffon,1,5,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,clothing_material,fabric,4,5,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,clothing_material,satin,7,5,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,clothing_material,sequined,4,5,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,clothing_material,tulle,7,5,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,eyewear_present,no,16,1,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,facial_hair_present,no,16,1,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,gaze_direction,down,1,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,gaze_direction,left,1,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,gaze_direction,up,2,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,gender_presentation,female,17,1,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,hair_color,black,6,2,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,hair_color,brown,11,2,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,hair_present,yes,17,1,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,hair_style,bun,11,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,hair_style,long,6,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,hair_style,ponytail,1,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,hair_style,straight,1,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,hair_style,updo,1,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,hair_style,wavy,4,6,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,head_covering_present,no,15,1,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,occlusions,partial occlusion,8,1,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,orientation,back facing,1,2,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,orientation,three quarter,1,2,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,airborne leap,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,arabesque,2,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,arabesque like,3,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,arched back,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,arms extended,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,arms extended classical,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,arms outstretched,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,balanced pointe,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,balancing one leg,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,balancing single planted foot,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,body rotated stage left,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,deep arched back,5,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,elevated skirt,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,elongated,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,elongated arched torso,2,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,elongated posture,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,en pointe,4,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,extended,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,extended leg,2,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,extended limbs,9,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,extended midair arabesque en pointe,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,extended rounded arms,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,facing stage right,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,head orientation,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,head tilted back,3,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,head tilted rearward,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,kneeling,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,left arm curved overhead,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,left arm extended forward,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,left arm lowered,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,left arm raised upper left,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,left foot en pointe,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,left leg bent wide lunge,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,left leg en pointe,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,pirouette like,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,pointe,3,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,raised arching silhouette,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,raised arms,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,rear foot extended,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,right arm extended lateral,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,right arm extended rearward,3,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,right arm extended up,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,right leg bent,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,skirt fanned,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,torso twisted,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,uplifted,1,48,Context-aware_Related_CA-R_dancer
Context-Aware Related,2,dancer,people,pose,upright,5,48,Context-aware_Related_CA-R_dancer
