context_type,role,cohort,standardized_dimension,standardized_label,count,bins,filename
Context-Free,athlete,people,gaze_direction,looking up,2,2,Context-free_CF_athlete
Context-Free,athlete,people,gender_presentation,female,3,2,Context-free_CF_athlete
Context-Free,athlete,people,gender_presentation,male,9,2,Context-free_CF_athlete
Context-Free,athlete,people,hair_color,black,6,2,Context-free_CF_athlete
Context-Free,athlete,people,hair_color,brown,18,2,Context-free_CF_athlete
Context-Free,athlete,people,hair_present,yes,12,1,Context-free_CF_athlete
Context-Free,athlete,people,hair_style,ponytail,6,2,Context-free_CF_athlete
Context-Free,athlete,people,hair_style,shorts,16,2,Context-free_CF_athlete
Context-Free,athlete,people,pose,leaning,6,2,Context-free_CF_athlete
Context-Free,athlete,people,pose,leaning,2,2,Context-free_CF_athlete
Context-Free,athlete,people,pose,standing,2,2,Context-free_CF_athlete
Context-Free,athlete,people,pose,standing,27,2,Context-free_CF_athlete
Context-Free,athlete,people,pose,standing,2,2,Context-free_CF_athlete
Context-Free,athlete,people,skin_tone,dark,2,3,Context-free_CF_athlete
Context-Free,athlete,people,skin_tone,light,10,3,Context-free_CF_athlete
Context-Free,athlete,people,skin_tone,medium,12,3,Context-free_CF_athlete
Context-Free,chef,scene_appearance,aesthetic_qualities,cinematic,4,2,Context-free_CF_chef
Context-Free,chef,scene_appearance,aesthetic_qualities,realistic,6,2,Context-free_CF_chef
Context-Free,chef,scene_appearance,color_temperature,neutral,2,2,Context-free_CF_chef
Context-Free,chef,scene_appearance,color_temperature,warm,6,2,Context-free_CF_chef
Context-Free,chef,scene_appearance,dominant_colors,black,2,2,Context-free_CF_chef
Context-Free,chef,scene_appearance,dominant_colors,brown,8,2,Context-free_CF_chef
Context-Free,chef,scene_appearance,mood,calm,3,2,Context-free_CF_chef
Context-Free,chef,scene_appearance,mood,joyful,3,2,Context-free_CF_chef
Context-Free,chef,camera,depth_of_field,shallow,16,1,Context-free_CF_chef
Context-Free,chef,camera,framing,close up,2,2,Context-free_CF_chef
Context-Free,chef,camera,framing,medium,14,2,Context-free_CF_chef
Context-Free,chef,camera,perspective,eye level,10,1,Context-free_CF_chef
Context-Free,chef,objects,type,bowl,2,29,Context-free_CF_chef
Context-Free,chef,objects,type,bread,1,29,Context-free_CF_chef
Context-Free,chef,objects,type,bread basket,1,29,Context-free_CF_chef
Context-Free,chef,objects,type,cabinet doors,1,29,Context-free_CF_chef
Context-Free,chef,objects,type,chef hat,1,29,Context-free_CF_chef
Context-Free,chef,objects,type,container,2,29,Context-free_CF_chef
Context-Free,chef,objects,type,cooking pot,1,29,Context-free_CF_chef
Context-Free,chef,objects,type,cooking spoon,1,29,Context-free_CF_chef
Context-Free,chef,objects,type,cookware,1,29,Context-free_CF_chef
Context-Free,chef,objects,type,cutting board,6,29,Context-free_CF_chef
Context-Free,chef,objects,type,eggs,1,29,Context-free_CF_chef
Context-Free,chef,objects,type,hanging utensils,1,29,Context-free_CF_chef
Context-Free,chef,objects,type,hat,1,29,Context-free_CF_chef
Context-Free,chef,objects,type,kitchen knife,1,29,Context-free_CF_chef
Context-Free,chef,objects,type,knife,1,29,Context-free_CF_chef
Context-Free,chef,objects,type,mixing bowl,3,29,Context-free_CF_chef
Context-Free,chef,objects,type,open shelving,2,29,Context-free_CF_chef
Context-Free,chef,objects,type,plate,2,29,Context-free_CF_chef
Context-Free,chef,objects,type,prep container,1,29,Context-free_CF_chef
Context-Free,chef,objects,type,rolling like utensil,1,29,Context-free_CF_chef
Context-Free,chef,objects,type,saucepan,2,29,Context-free_CF_chef
Context-Free,chef,objects,type,serving pan,1,29,Context-free_CF_chef
Context-Free,chef,objects,type,serving plate,4,29,Context-free_CF_chef
Context-Free,chef,objects,type,stacked plates,1,29,Context-free_CF_chef
Context-Free,chef,objects,type,stockpots,1,29,Context-free_CF_chef
Context-Free,chef,objects,type,tableware,1,29,Context-free_CF_chef
Context-Free,chef,objects,type,tomatoes,2,29,Context-free_CF_chef
Context-Free,chef,objects,type,utensil,6,29,Context-free_CF_chef
Context-Free,chef,objects,type,window,1,29,Context-free_CF_chef
Context-Free,chef,people,age_range,middle aged,6,2,Context-free_CF_chef
Context-Free,chef,people,age_range,young adult,2,2,Context-free_CF_chef
Context-Free,chef,people,clothing_color,black,11,2,Context-free_CF_chef
Context-Free,chef,people,clothing_color,white,12,2,Context-free_CF_chef
Context-Free,chef,people,eyewear_present,yes,8,1,Context-free_CF_chef
Context-Free,chef,people,hair_color,black,2,3,Context-free_CF_chef
Context-Free,chef,people,hair_color,brown,4,3,Context-free_CF_chef
Context-Free,chef,people,hair_color,dark blue,2,3,Context-free_CF_chef
Context-Free,chef,people,facial_hair_present,yes,8,1,Context-free_CF_chef
Context-Free,chef,people,facial_hair_style,full beard,3,5,Context-free_CF_chef
Context-Free,chef,people,facial_hair_style,mustache,2,5,Context-free_CF_chef
Context-Free,chef,people,facial_hair_style,stubble,1,5,Context-free_CF_chef
Context-Free,chef,people,facial_hair_style,trimmed beard,2,5,Context-free_CF_chef
Context-Free,chef,people,facial_hair_style,trimmed stubble,2,5,Context-free_CF_chef
Context-Free,chef,people,gender_presentation,male,8,1,Context-free_CF_chef
Context-Free,chef,people,hair_color,black,4,3,Context-free_CF_chef
Context-Free,chef,people,hair_color,brown,4,3,Context-free_CF_chef
Context-Free,chef,people,hair_present,yes,8,1,Context-free_CF_chef
Context-Free,chef,people,hair_style,short,8,1,Context-free_CF_chef
Context-Free,chef,people,head_covering_present,yes,8,1,Context-free_CF_chef
Context-Free,chef,people,head_covering_type,chef hat,3,2,Context-free_CF_chef
Context-Free,chef,people,head_covering_type,tall pleated chef hat,4,2,Context-free_CF_chef
Context-Free,chef,people,skin_tone,light,6,2,Context-free_CF_chef
Context-Free,chef,people,skin_tone,medium,2,2,Context-free_CF_chef
Context-Free,bus_driver,scene_appearance,aesthetic_qualities,cinematic,1,2,Context-free_CF_bus_driver
Context-Free,bus_driver,scene_appearance,aesthetic_qualities,realistic,6,2,Context-free_CF_bus_driver
Context-Free,bus_driver,scene_appearance,color_temperature,cool,2,3,Context-free_CF_bus_driver
Context-Free,bus_driver,scene_appearance,color_temperature,neutral,3,3,Context-free_CF_bus_driver
Context-Free,bus_driver,scene_appearance,color_temperature,warm,1,3,Context-free_CF_bus_driver
Context-Free,bus_driver,scene_appearance,dominant_colors,black,4,3,Context-free_CF_bus_driver
Context-Free,bus_driver,scene_appearance,dominant_colors,brown,5,3,Context-free_CF_bus_driver
Context-Free,bus_driver,scene_appearance,dominant_colors,cyan,1,3,Context-free_CF_bus_driver
Context-Free,bus_driver,scene_appearance,mood,calm,10,1,Context-free_CF_bus_driver
Context-Free,bus_driver,camera,depth_of_field,deep,1,3,Context-free_CF_bus_driver
Context-Free,bus_driver,camera,depth_of_field,moderate,3,3,Context-free_CF_bus_driver
Context-Free,bus_driver,camera,depth_of_field,shallow,4,3,Context-free_CF_bus_driver
Context-Free,bus_driver,camera,framing,close up,1,4,Context-free_CF_bus_driver
Context-Free,bus_driver,camera,framing,headshot,1,4,Context-free_CF_bus_driver
Context-Free,bus_driver,camera,framing,medium,5,4,Context-free_CF_bus_driver
Context-Free,bus_driver,camera,framing,wide,2,4,Context-free_CF_bus_driver
Context-Free,bus_driver,camera,perspective,eye level,8,1,Context-free_CF_bus_driver
Context-Free,bus_driver,objects,type,bench upholstery,1,14,Context-free_CF_bus_driver
Context-Free,bus_driver,objects,type,cloth or glove,1,14,Context-free_CF_bus_driver
Context-Free,bus_driver,objects,type,container,1,14,Context-free_CF_bus_driver
Context-Free,bus_driver,objects,type,handrail,2,14,Context-free_CF_bus_driver
Context-Free,bus_driver,objects,type,mirror,1,14,Context-free_CF_bus_driver
Context-Free,bus_driver,objects,type,passenger door,1,14,Context-free_CF_bus_driver
Context-Free,bus_driver,objects,type,placards,1,14,Context-free_CF_bus_driver
Context-Free,bus_driver,objects,type,plant,1,14,Context-free_CF_bus_driver
Context-Free,bus_driver,objects,type,roof sign,1,14,Context-free_CF_bus_driver
Context-Free,bus_driver,objects,type,safety box,1,14,Context-free_CF_bus_driver
Context-Free,bus_driver,objects,type,support pole,1,14,Context-free_CF_bus_driver
Context-Free,bus_driver,objects,type,watch,1,14,Context-free_CF_bus_driver
Context-Free,bus_driver,objects,type,window trim,1,14,Context-free_CF_bus_driver
Context-Free,bus_driver,objects,type,wristwatch,1,14,Context-free_CF_bus_driver
Context-Free,bus_driver,people,activities,driving operating controls,3,4,Context-free_CF_bus_driver
Context-Free,bus_driver,people,activities,looking toward camera,3,4,Context-free_CF_bus_driver
Context-Free,bus_driver,people,activities,attending vehicle,2,4,Context-free_CF_bus_driver
Context-Free,bus_driver,people,activities,standing,3,4,Context-free_CF_bus_driver
Context-Free,bus_driver,people,age_range,middle aged,5,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,age_range,older adult,5,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_color,black,9,9,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_color,blue,4,9,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_color,brown,1,9,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_color,darkblue,1,9,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_color,gray,2,9,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_color,orange,1,9,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_color,tan,2,9,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_color,white,4,9,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_color,yellow,4,9,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_garment,cap,1,11,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_garment,long sleeved jacket,1,11,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_garment,neck tie,1,11,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_garment,safety vest,1,11,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_garment,shirt,8,11,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_garment,shirt collar,2,11,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_garment,shoulder bag,1,11,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_garment,trousers,4,11,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_garment,uniform jacket,1,11,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_garment,work jacket,1,11,Context-free_CF_bus_driver
Context-Free,bus_driver,people,clothing_garment,wristwatch,2,11,Context-free_CF_bus_driver
Context-Free,bus_driver,people,eyewear_present,no,4,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,eyewear_present,yes,5,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,eyewear_type,eyeglasses generic,1,3,Context-free_CF_bus_driver
Context-Free,bus_driver,people,eyewear_type,rectangular frame,4,3,Context-free_CF_bus_driver
Context-Free,bus_driver,people,eyewear_type,thin framed,1,3,Context-free_CF_bus_driver
Context-Free,bus_driver,people,hair_color,black,4,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,hair_color,gray,1,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,facial_hair_present,no,4,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,facial_hair_present,yes,3,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,facial_hair_style,mustache,2,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,facial_hair_style,stubble,2,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,gaze_direction,up,5,1,Context-free_CF_bus_driver
Context-Free,bus_driver,people,gender_presentation,male,10,1,Context-free_CF_bus_driver
Context-Free,bus_driver,people,hair_color,black,4,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,hair_color,gray,6,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,hair_present,yes,10,1,Context-free_CF_bus_driver
Context-Free,bus_driver,people,hair_style,short,7,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,hair_style,straight,1,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,head_covering_type,black,2,6,Context-free_CF_bus_driver
Context-Free,bus_driver,people,head_covering_type,blue,1,6,Context-free_CF_bus_driver
Context-Free,bus_driver,people,head_covering_type,dark blue,1,6,Context-free_CF_bus_driver
Context-Free,bus_driver,people,head_covering_present,no,6,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,head_covering_present,yes,3,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,head_covering_type,baseball cap,1,6,Context-free_CF_bus_driver
Context-Free,bus_driver,people,head_covering_type,cap generic,1,6,Context-free_CF_bus_driver
Context-Free,bus_driver,people,head_covering_type,peaked cap,1,6,Context-free_CF_bus_driver
Context-Free,bus_driver,people,pose,standing,1,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,pose,standing,1,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,pose,standing,1,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,pose,standing,2,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,pose,standing,1,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,pose,seated,5,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,pose,standing,2,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,pose,standing,8,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,pose,seated,1,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,skin_tone,lights,8,2,Context-free_CF_bus_driver
Context-Free,bus_driver,people,skin_tone,medium,2,2,Context-free_CF_bus_driver
Context-Aware Related,housekeeper,scene_appearance,aesthetic_qualities,cinematic,3,3,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,scene_appearance,aesthetic_qualities,minimal,3,3,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,scene_appearance,aesthetic_qualities,realistic,8,3,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,scene_appearance,color_temperature,cool,1,3,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,scene_appearance,color_temperature,neutral,6,3,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,scene_appearance,color_temperature,warm,14,3,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,scene_appearance,dominant_colors,brown,10,1,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,scene_appearance,mood,calm,20,1,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,scene_appearance,wall_color,brown,20,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,scene_appearance,wall_color,lightgreen,1,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,camera,depth_of_field,deep,7,3,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,camera,depth_of_field,moderate,7,3,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,camera,depth_of_field,shallow,2,3,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,camera,framing,establishing shot,4,4,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,camera,framing,full body,8,4,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,camera,framing,medium,2,4,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,camera,framing,wide,9,4,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,camera,perspective,eye level,16,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,camera,perspective,high angle,1,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,objects,type,basket tray,1,6,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,objects,type,books,1,6,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,objects,type,dishware,2,6,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,objects,type,plant,15,6,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,objects,type,table,7,6,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,objects,type,window,10,6,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,activities,cleaning generic,3,12,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,activities,holding cleaning cart,1,12,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,activities,holding mop,1,12,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,activities,holding tool,1,12,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,activities,holding wand with both hands,1,12,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,activities,lifting throw cushion,1,12,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,activities,mopping,3,12,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,activities,pushing,1,12,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,activities,pushing brush across rug,1,12,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,activities,pushing guiding vacuum,1,12,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,activities,pushing or pulling mop,1,12,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,activities,vacuuming,10,12,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,age_range,middle aged,4,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,age_range,young adult,12,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_color,black,16,11,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_color,blue,18,11,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_color,brown,1,11,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_color,gray,3,11,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_color,green,9,11,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_color,mediumpurple,2,11,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_color,pink,1,11,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_color,red,1,11,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_color,tan,3,11,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_color,white,13,11,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_color,yellow,3,11,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_garment,apron,2,17,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_garment,cleaning gloves,1,17,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_garment,cropped straight leg trousers,1,17,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_garment,dress,2,17,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_garment,gloves,1,17,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_garment,leggings,2,17,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_garment,pants,1,17,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_garment,scrub pants,1,17,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_garment,scrub top,1,17,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_garment,shirt,5,17,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_garment,skirt,1,17,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_garment,slippers,2,17,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_garment,top,1,17,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_garment,trousers,1,17,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_garment,uniform dress,1,17,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_garment,waist apron,1,17,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,clothing_garment,work apron,1,17,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,eyewear_present,no,9,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,eyewear_present,yes,10,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,facial_hair_present,no,19,1,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,gaze_direction,down,14,1,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,gender_presentation,female,19,1,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,hair_color,black,8,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,hair_color,brown,13,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,hair_present,yes,19,1,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,hair_style,bun,3,5,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,hair_style,long,5,5,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,hair_style,ponytail,13,5,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,hair_style,straight,4,5,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,hair_style,updo,2,5,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,head_covering_type,green,1,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,head_covering_present,no,18,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,head_covering_present,yes,1,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,head_covering_type,cap,1,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,pose,leaning,1,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,pose,leaning,4,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,pose,leaning,1,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,pose,leaning,1,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,pose,leaning,8,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,pose,standing,1,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,pose,standing,2,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,pose,leaning,2,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,pose,leaning,2,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,pose,leaning,1,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,pose,leaning,1,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,pose,standing,8,2,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,housekeeper,people,skin_tone,medium,19,1,Context-aware_Related_CA-R_housekeeper
Context-Aware Related,chef,scene_appearance,aesthetic_qualities,cinematic,10,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,scene_appearance,aesthetic_qualities,realistic,12,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,scene_appearance,color_temperature,cool,2,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,scene_appearance,color_temperature,warm,10,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,scene_appearance,mood,calm,3,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,scene_appearance,mood,joyful,1,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,camera,depth_of_field,moderate,1,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,camera,depth_of_field,shallow,8,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,camera,framing,headshot,3,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,camera,framing,medium,9,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,camera,perspective,eye level,6,1,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,objects,type,hanging cookware,1,9,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,objects,type,jar,2,9,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,objects,type,pendant lamp,1,9,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,objects,type,plates,1,9,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,objects,type,potted plant,1,9,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,objects,type,small containers,1,9,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,objects,type,utensil holder,1,9,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,objects,type,window,4,9,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,objects,type,wooden bowl,1,9,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,activities,cooking,2,3,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,activities,holding frying pan,1,3,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,activities,stirring,1,3,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,age_range,middle aged,6,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,age_range,young adult,4,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,clothing_color,black,15,5,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,clothing_color,brown,0,5,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,clothing_color,gray,1,5,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,clothing_color,red,1,5,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,clothing_color,white,12,5,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,clothing_garment,apron,2,8,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,clothing_garment,chef jacket,13,8,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,clothing_garment,chef trousers,1,8,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,clothing_garment,neckerchief,2,8,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,clothing_garment,pants,1,8,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,clothing_garment,short sleeved jacket,1,8,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,clothing_garment,trousers,1,8,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,clothing_garment,waist apron,5,8,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,eyewear_present,no,9,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,eyewear_present,yes,1,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,hair_color,black,4,4,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,hair_color,brown,1,4,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,hair_color,dark blue,5,4,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,hair_color,gray,1,4,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,facial_hair_present,yes,10,1,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,facial_hair_style,full beard,1,9,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,facial_hair_style,mustache,1,9,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,facial_hair_style,short,1,9,Context-aware_Related_CA-R_chef
