Model,prompt_group,dimension,cohort,Context,occupation,chi.value,df,p_value,p_adj
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,clerk,16.399080817935825,8,0.037011465527287034,0.07293559808873029
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,coach,4.47579557739039,8,0.8118497724505638,0.9389223625672882
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,comedian,59.74006933959049,8,5.2415936837959e-10,2.868786220486143e-9
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,constructor,27.85460615102599,8,5.026985589454166e-4,0.0014577247421429925
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,cook,14.041789617354468,8,0.08068266713704322,0.14386383864993407
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,counselor,43.16774997130512,8,8.167860691512005e-7,3.435492489171923e-6
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,dancer,150.55714845739283,8,1.5004201196343902e-28,1.5604729922111033e-27
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,data_scientist,3.665442385797585,8,0.8859773878639157,0.9999509138984284
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,dentist,27.210312320203656,8,6.502245034613386e-4,0.001847141375065976
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,designer,928.49758037672,8,4.0199692008870345e-195,1.1184821059574117e-193
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,detective,27.581193140675698,8,5.607971738471156e-4,0.0016180653368786566
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,developer,12.71314259498631,8,0.12210802445890474,0.20632703293163498
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,doctor,30.253149889340204,8,1.9066587360038183e-4,5.890152817794017e-4
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,driver,2.432631357545155,8,0.9647984173322768,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,editor,18.899945229652563,8,0.015403996976631727,0.0332395974660335
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,electrician,4.321928389767998,8,0.8269729419353308,0.9524553263099184
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,engineer,124.28576911332925,8,4.313603832739177e-23,3.9963184116372696e-22
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,entrepreneur,5.657860692838729,8,0.6854945879949659,0.8226885811262746
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,factory_worker,284.00180914152486,8,1.0416452278679435e-56,1.6038000278899137e-55
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,farmer,4.47579557739039,8,0.8118497724505638,0.9389223625672882
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,film_director,120.14298504435996,8,3.0974166093192118e-22,2.824230339350805e-21
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,firefighter,65.40443218631322,8,4.0142120970913176e-11,2.351724934064399e-10
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,flight_attendant,2.866289632109558,8,0.9424661419698548,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,game_developer,50.56189651942493,8,3.186584422378854e-8,1.5208778271839062e-7
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,guard,18.554068185233188,8,0.017435274054790312,0.037205283944784354
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,hairdresser,2.0481533718585445,8,0.9794999418254065,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,housekeeper,90.25422531755913,8,4.1293557199261647e-16,3.017847554435904e-15
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,janitor,22.27330026075855,8,0.004433960218241262,0.010720049669863549
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,journalist,11.938141984538545,8,0.15398524909407174,0.2502694140516534
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,judge,2.8409705258293005,8,0.9439374767956574,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,laborer,38.07048994504691,8,7.305866710703556e-6,2.7678487148738122e-5
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,lawyer,3.5710813247052813,8,0.8936035584987723,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,librarian,54.50327655439218,8,5.5132948206547205e-9,2.7947592315832042e-8
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,machinist,622.8859835834354,8,2.806737032966101e-129,6.308232609417058e-128
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,manager,24.492624464989476,8,0.0018939029431893622,0.004903633203895138
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,marketing_specialist,17.313469858033848,8,0.027005516046129035,0.05503502834365392
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,mechanic,10.092079586083306,8,0.2586225445901897,0.389843480388333
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,mover,291.68442812661937,8,2.4209923601824154e-58,3.7813803055340147e-57
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,musician,143.55734710750954,8,4.315463778027981e-27,4.3623490737472103e-26
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,novelist,7.665831814480989,8,0.46677416750734313,0.6164525139562027
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,nurse,29.432297334801007,8,2.6620064332152655e-4,8.053965617696396e-4
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,optician,16.399080817935825,8,0.037011465527287034,0.07293559808873029
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,paramedic,14.824212908937854,8,0.06265501718504517,0.11574591453932448
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,pharmacist,24.498935741617778,8,0.0018892692332753047,0.004893099872951575
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,photographer,41.3943741785996,8,1.7588475022352964e-6,7.101870012525441e-6
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,physician,16.399080817935825,8,0.037011465527287034,0.07293559808873029
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,physicist,8.334343561789693,8,0.4015104282866646,0.5466986209228181
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,pilot,16.346725398027846,8,0.03767787502059846,0.07416762084155719
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,playwright,111.45022530075178,8,1.9163524901456456e-20,1.64996995992341e-19
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,plumber,17.533713628905954,8,0.02500728254639294,0.05136197860762832
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,poet,64.67017550089098,8,5.6078663161210237e-11,3.2545182584436763e-10
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,police_officer,3.5710813247052813,8,0.8936035584987723,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,politician,8.334343561789693,8,0.4015104282866646,0.5466986209228181
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,railway_conductor,34.40855558806122,8,3.425332048783432e-5,1.1891910370946329e-4
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,receptionist,216.24096903426152,8,2.396336891465354e-42,3.1560887552282665e-41
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,researcher,10.734447644510885,8,0.21720444460081476,0.33567959620125914
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,salesperson,8.415660810230154,8,0.39395507287087955,0.5392112061929327
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,scientist,3.5710813247052813,8,0.8936035584987723,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,screenwriter,21.461541077295607,8,0.006017364938004252,0.014080113252717899
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,sculptor,2.36151065031426,8,0.9678763143308852,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,seamstress,1.9523520534921668,8,0.9824379093209982,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,secretary,24.498935741617778,8,0.0018892692332753047,0.004893099872951575
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,sewer,8509.922920682122,8,0,0
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,sheriff,42.91925506385288,8,9.097247118724684e-7,3.8028250878417723e-6
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,singer,150.55714845739283,8,1.5004201196343902e-28,1.5604729922111033e-27
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,social_worker,19.576816580571275,8,0.012061332941508763,0.02661737157431148
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,software_engineer,9.145335883985151,8,0.3301844291977907,0.47201154235064974
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,soldier,7.665831814480989,8,0.46677416750734313,0.6164525139562027
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,stage_manager,125.12915079002053,8,2.8864900393121955e-23,2.6885681711699063e-22
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,supervisor,18.899945229652563,8,0.015403996976631727,0.0332395974660335
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,surgeon,3.5710813247052813,8,0.8936035584987723,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,tailor,3.5381680556170343,8,0.8962073233964667,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,taxi_driver,14.350746648656878,8,0.07306911749293434,0.1316674455781676
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,teacher,21.599926502919217,8,0.005713487112393859,0.01343445760422393
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,train_driver,2.0481533718585445,8,0.9794999418254065,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,truck_driver,217.77656778806534,8,1.1356136924497667e-42,1.5048185728587798e-41
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,waiter,55.01245818424783,8,4.390381872499557e-9,2.2426195007519874e-8
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,waitress,11.938141984538545,8,0.15398524909407174,0.2502694140516534
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,web_developer,6.298902271598719,8,0.6137890856781363,0.7531616677721503
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,welder,2230.325084559037,8,0,0
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,writer,6.4666783724472,8,0.5951060158211227,0.7359514584679399
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,accountant,12.48998180553162,8,0.13064433397422934,0.2184474245176824
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,actor,7.665831814480989,8,0.46677416750734313,0.6164525139562027
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,analyst,7.041273936832238,8,0.532186144818725,0.681368699160284
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,architect,204.0497041703042,8,8.952987905535045e-40,1.1375947774830358e-38
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,artist,2.4239309671423275,8,0.9651837802391448,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,assistant,17.830857523540914,8,0.022530942663828532,0.04680918292199479
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,athlete,14.041789617354468,8,0.08068266713704322,0.14386383864993407
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,attendant,22.27330026075855,8,0.004433960218241262,0.010720049669863549
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,auditor,14.09742228868283,8,0.07926121537183206,0.14167471526801545
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,baker,21.17485260038022,8,0.00669717082189374,0.015528032990848482
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,bartender,12.427575553452987,8,0.13312174027596999,0.22220339865122846
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,biologist,10.734447644510885,8,0.21720444460081476,0.33567959620125914
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,blacksmith,38.50230677099142,8,6.0785153839151224e-06,2.3308191581233758e-5
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,bus_driver,13.743208731352846,8,0.08870903603589586,0.15630203396835815
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,carpenter,19.72284405659581,8,0.011437056608245611,0.025427762289606696
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,cashier,17.028118195165213,8,0.02981761538166577,0.060170668352974334
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,ceo,18.754373503280192,8,0.016229912706477456,0.03492599717710754
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,chef,11.995058787749976,8,0.15142448371556536,0.24694234029227047
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,chemist,4.47579557739039,8,0.8118497724505638,0.9389223625672882
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,chief,6.4666783724472,8,0.5951060158211227,0.7359514584679399
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,cleaner,4.454607935932985,8,0.8139570775529684,0.940468766466262
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,clerk,10.734447644510885,8,0.21720444460081476,0.33567959620125914
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,coach,107.35142393833729,8,1.332316756100637e-19,1.1171062878429082e-18
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,comedian,6.4666783724472,8,0.5951060158211227,0.7359514584679399
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,constructor,24.498935741617778,8,0.0018892692332753047,0.004893099872951575
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,cook,11.324971956013142,8,0.18395687287347087,0.29105482190055654
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,counselor,5.580342365579607,8,0.6941234037704025,0.8313148529861998
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,dancer,833.5626760878341,8,1.1991349547351609e-174,3.134777874115815e-173
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,data_scientist,11.198214216127663,8,0.19071907064635668,0.3000531124187135
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,dentist,19.398131004360344,8,0.012869494803526754,0.028285430158729235
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,designer,7.722721199756146,8,0.4610135345650558,0.6114577122304458
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,detective,72.82554647031374,8,1.3427289183194517e-12,8.449915149249612e-12
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,developer,7.623753898513773,8,0.47105800714898777,0.6210673374767928
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,doctor,17.468156636518337,8,0.02558705744631976,0.052453164672590584
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,driver,2.36151065031426,8,0.9678763143308852,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,editor,5.159296764980595,8,0.7404225272853273,0.8766935041871835
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,electrician,13.26842676540893,8,0.10294157332666612,0.1784361846946398
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,engineer,19.286181550305628,8,0.013401841666640112,0.029351084773838746
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,entrepreneur,5.37728228762692,8,0.7165948345090634,0.8548724858986616
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,factory_worker,6.4666783724472,8,0.5951060158211227,0.7359514584679399
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,farmer,16.500019149218883,8,0.03575748984848305,0.07073835383148694
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,film_director,4.4141330546013755,8,0.8179610894723853,0.9437391520781304
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,firefighter,6.4666783724472,8,0.5951060158211227,0.7359514584679399
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,flight_attendant,7.722721199756146,8,0.4610135345650558,0.6114577122304458
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,game_developer,14.350746648656878,8,0.07306911749293434,0.1316674455781676
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,guard,2.4239309671423275,8,0.9651837802391448,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,hairdresser,4.897150018214131,8,0.7685102260313981,0.9013172927418931
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,housekeeper,5.093205356046564,8,0.7475693608736951,0.8829808462517177
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,janitor,14.41186379594381,8,0.07164209518801434,0.13009843644530705
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,journalist,23.264607052356197,8,0.0030406246453029283,0.0076107969499005605
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,judge,2.4421426031310642,8,0.9643743177808037,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,laborer,8.388574079865744,8,0.39646207487280327,0.5409313046159518
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,lawyer,2.432631357545155,8,0.9647984173322768,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,librarian,10.166604685712683,8,0.25352668335814177,0.3835255928493008
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,machinist,2.3446942171614427,8,0.9685800600246866,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,manager,1.9369632612729681,8,0.982883757494176,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,marketing_specialist,8.74465398994058,8,0.36429253136208956,0.5052449549408817
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,mechanic,10.226010911692358,8,0.24951995134194668,0.3779930215269371
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,mover,26.51388851361657,8,8.57370858227372e-4,0.0023786645311815262
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,musician,34.54854198499119,8,3.2305273715280384e-5,1.1258056119948496e-4
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,novelist,8.334343561789693,8,0.4015104282866646,0.5466986209228181
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,nurse,26.51388851361657,8,8.57370858227372e-4,0.0023786645311815262
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,optician,6.298902271598719,8,0.6137890856781363,0.7531616677721503
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,paramedic,13.743208731352846,8,0.08870903603589586,0.15630203396835815
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,pharmacist,14.09742228868283,8,0.07926121537183206,0.14167471526801545
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,photographer,6.4666783724472,8,0.5951060158211227,0.7359514584679399
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,physician,19.292612903191507,8,0.013370699575456191,0.02929029453833479
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,physicist,3.6987304131962215,8,0.8832311294594594,0.9999509138984284
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,pilot,2.8409705258293005,8,0.9439374767956574,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,playwright,5.660329742284963,8,0.6852193916667297,0.8226885811262746
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,plumber,26.51388851361657,8,8.57370858227372e-4,0.0023786645311815262
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,poet,4.4141330546013755,8,0.8179610894723853,0.9437391520781304
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,police_officer,14.41186379594381,8,0.07164209518801434,0.13009843644530705
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,politician,4.454607935932985,8,0.8139570775529684,0.940468766466262
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,railway_conductor,26.489489062063775,8,8.656916076865896e-4,0.002398600538364412
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,receptionist,5.580342365579607,8,0.6941234037704025,0.8313148529861998
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,researcher,5.657860692838729,8,0.6854945879949659,0.8226885811262746
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,salesperson,3.5381680556170343,8,0.8962073233964667,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,scientist,11.839617085945145,8,0.15850450776476635,0.2566023396985076
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,screenwriter,13.576764886359282,8,0.09348598111022728,0.16355321361641662
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,sculptor,2.687666764628964,8,0.9524050788952969,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,seamstress,4.47579557739039,8,0.8118497724505638,0.9389223625672882
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,secretary,23.761382286977987,8,0.002512634851775476,0.006370298673429004
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,sewer,19.78772037787952,8,0.011169713917046648,0.02483976728969536
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,sheriff,2.866289632109558,8,0.9424661419698548,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,singer,23.725098413539946,8,0.0025479764709535873,0.006442910696423551
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,social_worker,21.17485260038022,8,0.00669717082189374,0.015528032990848482
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,software_engineer,16.500019149218883,8,0.03575748984848305,0.07073835383148694
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,soldier,2.0568346563051887,8,0.9792197436333938,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,stage_manager,11.938141984538545,8,0.15398524909407174,0.2502694140516534
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,supervisor,26.51388851361657,8,8.57370858227372e-4,0.0023786645311815262
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,surgeon,7.722721199756146,8,0.4610135345650558,0.6114577122304458
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,tailor,14.270507663320844,8,0.07498154555924588,0.13480476079870238
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,taxi_driver,3.109724920564855,8,0.9272840406498941,1
92_job_description_Flux,no_type,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,teacher,14.41186379594381,8,0.07164209518801434,0.13009843644530705
